"SpeciesName","TraitName","value"
"Cytisus laburnum","Plant growth form",NA
"Dasystephana glauca","Plant growth form",NA
"Datisca hirta","Plant growth form",NA
"Decachaena baccata","Plant growth form",NA
"Derria japonica (L.) DC.","Plant height vegetative",2
"Desmatodon latifolius","Plant growth form",NA
"Dianthera americana","Plant growth form",NA
"Dichanthelium A-scoparioides","Plant growth form",NA
"Dichanthelium accuminatum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",22.8803051379159
"Dichanthelium accuminatum","Plant height vegetative",0.27963
"dichanthelium acuminatum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",28.0475646711539
"dichanthelium acuminatum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",21.3168722
"dichanthelium acuminatum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",20.6238076925
"dichanthelium acuminatum","Leaf thickness",0.124
"dichanthelium acuminatum","Plant growth form",NA
"dichanthelium acuminatum","Plant height vegetative",0.296666666666667
"dichanthelium acuminatum","Plant reproductive phenology timing",NA
"dichanthelium acuminatum","Root/shoot ratio",0.489997774484498
"Dichanthelium acuminatum var. fasciculatum","Plant growth form",NA
"Dichanthelium acuminatum var. lindheimeri","Plant growth form",NA
"Dichanthelium acuminatum var. sericeum","Plant growth form",NA
"Dichanthelium acuminatum var. thermale","Plant growth form",NA
"Dichanthelium acuminatum var. thurowii","Plant growth form",NA
"Dichanthelium boreale","Plant growth form",NA
"Dichanthelium depauperatum","Plant growth form",NA
"Dichanthelium lanuginosum","Plant growth form",NA
"Dichanthelium latifolium","Plant growth form",NA
"Dichanthelium latifolium (L.) Gould & C.A. Clark","Plant growth form",NA
"Dichanthelium latifolium (L.) Gould & C.A. Clark","Plant height vegetative",1.00584
"Dichanthelium latifolium (L.) Gould & C.A. Clark","Plant reproductive phenology timing",NA
"Dichanthelium leucothrix","Plant growth form",NA
"Dichanthelium lindheimeri","Plant growth form",NA
"dichanthelium linearifolia","Leaf thickness",0.16
"dichanthelium linearifolia","Plant growth form",NA
"dichanthelium linearifolium","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",20.953558623
"dichanthelium linearifolium","Plant growth form",NA
"Dichanthelium longiligulatum","Plant growth form",NA
"Dichanthelium meridionale","Plant growth form",NA
"Dichanthelium oligosanthe","Plant growth form",NA
"dichanthelium oligosanthes","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",18.4415584415588
"dichanthelium oligosanthes","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",24.4377593634796
"dichanthelium oligosanthes","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",23.0167560931522
"dichanthelium oligosanthes","Leaf thickness",0.193333333333333
"dichanthelium oligosanthes","Plant growth form",NA
"dichanthelium oligosanthes","Plant height vegetative",0.278775510204082
"dichanthelium oligosanthes","Plant reproductive phenology timing",NA
"Dichanthelium oligosanthes var. oligosanthes","Plant growth form",NA
"Dichanthelium oligosanthes var. scribnerianum","Plant growth form",NA
"Dichanthelium praecocius","Plant growth form",NA
"Dichanthelium scoparioides","Plant growth form",NA
"Dichanthelium spretum","Plant growth form",NA
"Dichanthelium subvillosum","Plant growth form",NA
"Dichanthelium villosissimum","Plant growth form",NA
"Dichanthelium villosissimum var. praecocius","Plant growth form",NA
"Dichanthelium villosissimum var. villosissimum","Plant growth form",NA
"Dichanthelium wrightianum","Plant growth form",NA
"Dichanthelium xanthophyllum","Plant growth form",NA
"Dichanthelium xanthophysum","Plant growth form",NA
"Dichrophyllum marginatum","Plant growth form",NA
"Digitalis lutea","Dispersal syndrome",NA
"Digitalis lutea","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",23.842
"Digitalis lutea","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",24.41
"Digitalis lutea","Plant growth form",NA
"Digitalis lutea","Plant height generative",0.5
"Digitalis lutea","Plant height vegetative",0.48
"Digitalis lutea","Plant reproductive phenology timing",NA
"Digitalis lutea L.","Plant growth form",NA
"Digitalis lutea L.","Plant height vegetative",0.4
"Digitalis lutea L. subsp. lutea","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",28.037942769
"Digitalis lutea L. subsp. lutea","Plant height generative",0.612
"Digitalis lutea L. subsp. lutea","Plant height vegetative",0.4932
"Digitalis media","Plant growth form",NA
"Digitalis purpurascens","Plant growth form",NA
"Digitalis purpurea","Dispersal syndrome",NA
"Digitalis purpurea","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",23.3281818181818
"Digitalis purpurea","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",27.200023075
"Digitalis purpurea","Plant biomass and allometry: Seed number per plant",45525.5
"Digitalis purpurea","Plant growth form",NA
"Digitalis purpurea","Plant height generative",0.97
"Digitalis purpurea","Plant height vegetative",0.980357142857143
"Digitalis purpurea","Plant reproductive phenology timing",NA
"Digitalis purpurea","Seed number per flower",1379
"Digitalis purpurea","Seed number per inflorescence (total, fertile, infertile)",1379
"Digitalis purpurea L.","Dispersal syndrome",NA
"Digitalis purpurea L.","Plant growth form",NA
"Digitalis purpurea L.","Plant height vegetative",1.162
"Digitalis purpurea L.","Plant reproductive phenology timing",NA
"Digitaria ischaemum","Dispersal syndrome",NA
"Digitaria ischaemum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",20.8289939595918
"Digitaria ischaemum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",41.0718181818182
"Digitaria ischaemum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",34.73
"Digitaria ischaemum","Leaf petiole length",0
"Digitaria ischaemum","Leaf thickness",0.1475
"Digitaria ischaemum","Plant biomass and allometry: Seed number per plant",440.462962962963
"Digitaria ischaemum","Plant growth form",NA
"Digitaria ischaemum","Plant height generative",0.155
"Digitaria ischaemum","Plant height vegetative",0.186352941176471
"Digitaria ischaemum","Plant reproductive phenology timing",NA
"Digitaria ischaemum (Schreb.) Muhl.","Dispersal syndrome",NA
"Digitaria pectiniformis","Plant growth form",NA
"Digitaria sanguinalis","Dispersal syndrome",NA
"Digitaria sanguinalis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",37.2857142857143
"Digitaria sanguinalis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",35.038
"Digitaria sanguinalis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",36.267857143
"Digitaria sanguinalis","Leaf thickness",0.11
"Digitaria sanguinalis","Plant biomass and allometry: Seed number per plant",450
"Digitaria sanguinalis","Plant growth form",NA
"Digitaria sanguinalis","Plant height generative",0.375
"Digitaria sanguinalis","Plant height vegetative",0.34625
"Digitaria sanguinalis","Plant reproductive phenology timing",NA
"Digitaria sanguinalis (L.) Scop.","Dispersal syndrome",NA
"Digitaria sanguinea","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",41.106371429
"Digitaria sanguinea","Plant growth form",NA
"Dioscorea sylvatica","Plant growth form",NA
"Diospyros kaki","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",28.9793871555385
"Diospyros kaki","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",7.73395204949729
"Diospyros kaki","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",20.14626777894
"Diospyros kaki","Leaf petiole length",1.4
"Diospyros kaki","Leaf thickness",NA
"Diospyros kaki","Plant growth form",NA
"Diospyros kaki","Plant height vegetative",13.4
"Diospyros kaki","Stem diameter",0.01225
"Diospyros kaki Thunb.","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",26.314535346
"Diospyros kaki Thunb.","Plant growth form",NA
"Diospyros kaki Thunb.","Plant height vegetative",15
"Diospyros kaki var sylvestris","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",32.9967233769787
"Diospyros kaki var sylvestris","Leaf thickness",NA
"Diospyros kaki var sylvestris","Plant growth form",NA
"Diospyros kaki var sylvestris","Plant height vegetative",12
"Diospyros kaki var. Constata","Plant growth form",NA
"Diospyros kaki var. Constricta","Plant growth form",NA
"Diospyros kaki var. Silvestris","Plant growth form",NA
"Diphasiastrum alpinum","Dispersal syndrome",NA
"Diphasiastrum alpinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",13.565
"Diphasiastrum alpinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",5.738
"Diphasiastrum alpinum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",10.2546666666667
"Diphasiastrum alpinum","Plant growth form",NA
"Diphasiastrum alpinum","Plant height generative",0.1005
"Diphasiastrum alpinum","Plant height vegetative",0.0545833333333333
"Diphasiastrum alpinum","Plant reproductive phenology timing",NA
"Diphasiastrum alpinum","Seed number per inflorescence (total, fertile, infertile)",127500
"Diphasiastrum complanatum","Dispersal syndrome",NA
"Diphasiastrum complanatum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",6.746
"Diphasiastrum complanatum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",6.84
"Diphasiastrum complanatum","Plant growth form",NA
"Diphasiastrum complanatum","Plant height vegetative",0.1053125
"Diphasiastrum complanatum","Plant reproductive phenology timing",NA
"Diphasiastrum complanatum s. issleri","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",6.158
"Diphasiastrum complanatum s. issleri","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",6.25
"Diphasiastrum complanatum s. issleri","Plant growth form",NA
"Diphasiastrum digitatum","Plant growth form",NA
"Diphasiastrum sitchense","Plant growth form",NA
"Diphasiastrum tristachyum","Dispersal syndrome",NA
"Diphasiastrum tristachyum","Plant growth form",NA
"Diphasiastrum tristachyum","Plant reproductive phenology timing",NA
"Diphasium anceps","Plant growth form",NA
"Diphasium sitchense","Plant growth form",NA
"Diphasium tristachyum","Plant growth form",NA
"Diphasium wallrothii","Plant growth form",NA
"Diphyscium foliosum","Plant growth form",NA
"Diphyscium foliosum","Species habitat characterization: vegetation type",NA
"Diplophyllum albicans","Plant growth form",NA
"Diplophyllum albicans","Species habitat characterization: vegetation type",NA
"Diplophyllum obtusifolium","Plant growth form",NA
"Diplophyllum obtusifolium","Species habitat characterization: vegetation type",NA
"Diplophyllum taxifolium","Plant growth form",NA
"Diplophyllum taxifolium","Species habitat characterization: vegetation type",NA
"Diplophyllum taxifolium var. taxifolium","Plant growth form",NA
"Diplotaxis muralis","Dispersal syndrome",NA
"Diplotaxis muralis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",22.082
"Diplotaxis muralis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",20.838
"Diplotaxis muralis","Plant biomass and allometry: Seed number per plant",3696.22222222222
"Diplotaxis muralis","Plant growth form",NA
"Diplotaxis muralis","Plant height generative",0.305625
"Diplotaxis muralis","Plant height vegetative",0.225625
"Diplotaxis muralis","Plant reproductive phenology timing",NA
"Diplotaxis tenuifolia","Dispersal syndrome",NA
"Diplotaxis tenuifolia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",22.45
"Diplotaxis tenuifolia","Plant biomass and allometry: Seed number per plant",5601.66666666667
"Diplotaxis tenuifolia","Plant growth form",NA
"Diplotaxis tenuifolia","Plant height generative",0.55
"Diplotaxis tenuifolia","Plant height vegetative",0.423333333333333
"Diplotaxis tenuifolia","Plant reproductive phenology timing",NA
"Diplotaxis tenuifolia","Seed number per flower",55
"Dipsacus asper","Plant growth form",NA
"Dirca palustris","Dispersal syndrome",NA
"Dirca palustris","Plant growth form",NA
"Dirca palustris","Plant height vegetative",NA
"Dirca palustris L.","Dispersal syndrome",NA
"Disanthus cercidifolius","Plant growth form",NA
"Disanthus cercidifolius","Plant height vegetative",NA
"Discelium nudum","Plant growth form",NA
"Discelium nudum","Species habitat characterization: vegetation type",NA
"Disopyros kaki L.","Plant growth form",NA
"Disopyros kaki L.","Plant height vegetative",10
"Disporum hookeri","Plant growth form",NA
"Disporum oreganum","Plant growth form",NA
"Disporum trachyandrum","Plant growth form",NA
"Disporum trachycarpum","Plant growth form",NA
"Distichium capillaceum","Plant growth form",NA
"Distichium capillaceum","Species habitat characterization: vegetation type",NA
"Distichium capillaceum var. capillaceum","Plant growth form",NA
"Distichium hagenii","Plant growth form",NA
"Distichlis spicata","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.973
"Distichlis spicata","Plant growth form",NA
"Distichlis spicata (L.) Greene","Plant growth form",NA
"Distichlis spicata (L.) Greene","Plant height vegetative",0.35052
"Distichlis spicata (L.) Greene","Plant reproductive phenology timing",NA
"Distichlis spicata (L.) Greene.","Plant growth form",NA
"Distichlis stricta","Plant growth form",NA
"Ditrichum cylindricum","Species habitat characterization: vegetation type",NA
"Ditrichum flexicaule","Plant growth form",NA
"Ditrichum flexicaule","Species habitat characterization: vegetation type",NA
"Ditrichum heteromallum","Plant growth form",NA
"Ditrichum heteromallum","Species habitat characterization: vegetation type",NA
"Ditrichum montanum","Plant growth form",NA
"Ditrichum pusillum","Plant growth form",NA
"Ditrichum pusillum","Species habitat characterization: vegetation type",NA
"Ditrichum schimperi","Plant growth form",NA
"Ditrichum zonatum","Plant growth form",NA
"Ditrichum zonatum var. scabrifolium","Plant growth form",NA
"Dittrichia graveolens","Dispersal syndrome",NA
"Dittrichia graveolens","Plant growth form",NA
"Dittrichia graveolens","Plant reproductive phenology timing",NA
"Dodecatheon hugeri","Plant growth form",NA
"Dodecatheon meadia","Plant growth form",NA
"Dodecatheon meadia L.","Plant growth form",NA
"Dodecatheon meadia L.","Plant height vegetative",0.6096
"Dodecatheon meadia L.","Plant reproductive phenology timing",NA
